,Validity
company_codes,0.8685946151340789
company_codes_occur,0.8916497010307626
company_codes_about,0.9940870695256661
company_codes_lineage,0.9936544563022787
company_codes_relevance,0.860634151480038
body,0.78286
publication_datetime,1.0
